"deb_sem";"code";"abv";"abz";"ahh";"ajb";"atb";"bel";"bhk";"boe";"bos";"cda";"die";"dri";"ejd";"far";"fns";"iho";"mae";"mdv";"mhj";"mia";"mjr";"mnj";"mrb";"mrg";"mrt";"mtn";"nsb";"sbv";"stm";"tdd";"tgr";"tlr";"toa";"tsl"
2015-12-07;"2015_50";47.61;35.82;39;31.89;34.91;46.62;33.78;42.68;32.24;33.99;36.86;40.84;45.59;31.63;31.35;40.24;44.16;43.22;42.93;42.78;34.02;33.76;46.8;35.03;32.52;45.11;28.04;33.29;30.07;39.56;28.99;42.18;33.52;34.02
2015-11-30;"2015_49";45.2142857142857;34.4742857142857;37.7571428571429;30.9171428571429;34.0871428571429;45.3;32.3057142857143;40.5114285714286;31.3185714285714;33.0728571428571;35.15;38.5214285714286;45.3028571428571;31.1842857142857;30.5485714285714;38.9928571428571;43.0585714285714;42.9114285714286;40.3842857142857;42.2485714285714;31.7914285714286;31.6428571428571;45.5828571428571;32.9385714285714;31.7485714285714;42.9671428571429;29.5057142857143;33.1614285714286;29.9071428571429;39.6885714285714;28.3557142857143;42.0985714285714;33.4514285714286;32.8671428571429
2015-11-23;"2015_48";41.9114285714286;33.9914285714286;38.66;31.8;36.4014285714286;43.0485714285714;32.3028571428571;39.7457142857143;31.8414285714286;33.2214285714286;33.9928571428571;37.6414285714286;45.1342857142857;31.3071428571429;31.1771428571429;37.8642857142857;42.8871428571429;42.5171428571429;38.4585714285714;41.3371428571429;31.2285714285714;29.8542857142857;45.1171428571429;32.5471428571429;30.3914285714286;40.2642857142857;32.3771428571429;32.3814285714286;29.6557142857143;40.6714285714286;27.9557142857143;41.47;34.1228571428571;33.35
2015-11-16;"2015_47";42.62;37.7985714285714;45.3885714285714;37.3442857142857;44.4685714285714;42.0728571428571;37.2085714285714;45.4171428571429;36.3271428571429;36.8242857142857;36.8;43.5714285714286;45.9614285714286;33.2657142857143;35.85;40.0928571428571;45.9985714285714;42.4157142857143;42.06;41.1371428571429;37.2442857142857;32.4514285714286;47.6585714285714;38.3842857142857;29.6042857142857;40.66;34.7557142857143;31.2057142857143;29.4357142857143;43.0657142857143;29.6485714285714;40.3542857142857;35.8528571428571;38.3685714285714
2015-11-09;"2015_46";48.5;40.97;47.36;37.91;41.7;43.59;37.2;47.56;36.97;37.87;36.8;45.98;47.71;34.26;38.43;45.45;45.21;41.55;41.64;42.98;37.21;32.52;45.55;37.45;29.81;40.72;35.27;33.28;28.63;45.26;33.12;41.46;34.79;38.18
2015-11-02;"2015_45";38.87;38.52;43;27.47;30.34;43.08;29.39;43.35;27.58;29.72;34.8;46.12;37.12;29.58;29.08;32.45;42.68;40.2;41.61;35.95;29.71;29.15;42.71;30.75;30.07;42.04;33.91;29.45;27.83;34.34;27.55;36.56;31.43;29.85
2015-10-26;"2015_44";42.6671428571429;38.4685714285714;41.3285714285714;34.61;32.32;41.4085714285714;33.9757142857143;44.3185714285714;30.9057142857143;34.4085714285714;36.4628571428571;35.2942857142857;41.8428571428571;31.0542857142857;26.5942857142857;36.4528571428571;41.4371428571429;39.0857142857143;42.3642857142857;41.7785714285714;34.2528571428571;28.91;46.2157142857143;34.47;30.07;38.4142857142857;32.6671428571429;29.7414285714286;26.4585714285714;37.28;27.5071428571429;39.2942857142857;30.3757142857143;34.9842857142857
2015-10-19;"2015_43";45.2714285714286;36.8314285714286;42.6428571428571;36.4142857142857;37.2857142857143;40.0871428571429;36.6614285714286;44.7085714285714;34.3385714285714;37.29;35.5471428571429;38.3328571428572;44.6371428571429;31.5071428571429;32.2871428571429;39.22;43.63;38.8857142857143;42.4614285714286;42.8857142857143;36.1171428571429;30.1914285714286;44.0571428571429;33.9685714285714;29.51;37.7671428571429;33.66;28.7971428571429;26.8728571428571;38.1771428571429;28.3785714285714;39.9214285714286;32.8714285714286;37.6328571428571
2015-10-12;"2015_42";48.9057142857143;37.7914285714286;45.1314285714286;36.6314285714286;41.4428571428571;40.11;36.0928571428571;44.4342857142857;35.4157142857143;37.2385714285714;33.8928571428571;40.0014285714286;48.3714285714286;31.5842857142857;36.0157142857143;43.26;45.1442857142857;38.7428571428571;42.9014285714286;43.8771428571429;35.7942857142857;30.1428571428571;43.8971428571429;33.8457142857143;28.3328571428571;37.7557142857143;35.5971428571428;29.6571428571429;27.7128571428571;40.6771428571429;29.3185714285714;41.0642857142857;32.4771428571429;37.3157142857143
2015-10-05;"2015_41";48.97;36.5314285714286;44.7071428571429;34.81;41.8285714285714;40.4914285714286;34.5585714285714;43.9671428571429;34.52;35.5371428571429;33.8885714285714;38.0728571428572;48.4228571428571;31.04;36.9157142857143;44.7042857142857;45.6671428571429;38.4514285714286;43.0728571428572;44.5971428571429;34.5985714285714;29.68;44.3642857142857;32.9885714285714;26.9271428571429;38.1371428571429;35.43;31.2042857142857;26.7442857142857;42.7;28.6757142857143;41.3514285714286;30.9128571428571;35.7514285714286
2015-09-28;"2015_40";45.0728571428571;33.1142857142857;42.0471428571429;30.1271428571429;39.3085714285714;40.9285714285714;33.03;42.69;32.4628571428571;33.3971428571429;34.4942857142857;34.9214285714286;44.6971428571429;30.2228571428571;34.7357142857143;42.0471428571429;44.9042857142857;37.8514285714286;42.1528571428571;44.0971428571429;32.57;29.3;43.5042857142857;29.6914285714286;25.0642857142857;38.1571428571429;33.9157142857143;31.3214285714286;24.31;41.8342857142857;26.6557142857143;40.2085714285714;28.8414285714286;33.8028571428571
2015-09-21;"2015_39";41.68;33.0671428571429;41.5342857142857;25.6228571428571;37.79;41.68;31.3357142857143;40.3642857142857;30.3785714285714;31.8242857142857;33.2914285714286;33.2857142857143;42.0257142857143;29.7642857142857;29.8014285714286;38.29;42.9928571428571;37.0242857142857;40.6471428571429;42.6928571428571;30.0742857142857;28.44;42.0671428571429;26.0614285714286;22.8885714285714;36.9657142857143;34.2542857142857;29.87;23.3185714285714;38.8885714285714;25.1385714285714;38.7314285714286;25.8857142857143;31.9128571428571
2015-09-14;"2015_38";38.38;34.67;42.1;32.84;39.65;40.66;33.47;41.71;31.93;33.83;34.56;36.2;38.94;28.47;31.61;36.49;45.11;37.29;42.07;42.11;33.1;28.38;41.63;31.71;27.32;37.06;33.8;31.49;25.77;39.6;24.65;36.64;29.88;34.03
2015-09-07;"2015_37";37.89;32.18;40.59;30.37;36.25;37.06;32.51;40.17;30.91;33.4;33.66;35.58;39.54;28.67;32.27;35.62;42.21;33.95;40;40.37;32.11;27.23;39.8;29.64;26.69;35.01;34.94;27.84;23.53;38.58;25.85;35.9;31.52;33.38
2015-08-31;"2015_36";41.5928571428571;31.0057142857143;39.93;28.03;36.9357142857143;38.4228571428571;29.81;38.8071428571429;27.9614285714286;30.7771428571429;33.66;31.2171428571429;41.0142857142857;28.8585714285714;30.1614285714286;36.3057142857143;41.5157142857143;35.0042857142857;39.4942857142857;40.1471428571429;29.3585714285714;27.5042857142857;39.1657142857143;26.9485714285714;26.8271428571429;35.6442857142857;34.1171428571429;28.8771428571429;24.8842857142857;38.7942857142857;24.8814285714286;36.8771428571429;29.7371428571429;30.2342857142857
2015-08-24;"2015_35";39.9814285714286;29.1314285714286;38.5842857142857;27.2185714285714;34.7142857142857;37.2214285714286;28.4457142857143;37.6585714285714;27.0914285714286;29.3685714285714;33.5457142857143;31.49;39.3457142857143;26.1828571428571;28.7742857142857;34.6628571428571;-13.2357142857143;33.6585714285714;39.5028571428571;38.9314285714286;28.2785714285714;25.7785714285714;37.6171428571428;26.2428571428571;26.4428571428571;33.4428571428572;33.1228571428571;28.8357142857143;25.11;38.1514285714286;24.1914285714286;35.6828571428571;29.44;29.16
2015-08-17;"2015_34";38.5357142857143;28.6142857142857;37.5928571428571;26.7242857142857;34.5571428571429;37.3242857142857;27.9885714285714;36.3928571428571;26.86;28.8085714285714;32.8714285714286;32.8785714285714;38.6714285714286;26.9857142857143;29.2742857142857;34.8914285714286;7.59571428571428;32.8842857142857;39.0542857142857;38.66;27.7442857142857;26.6471428571429;38.1428571428571;25.1857142857143;26.32;33.6057142857143;32.7;29.2814285714286;25.67;37.8228571428571;23.8314285714286;35.1285714285714;28.7542857142857;28.9171428571429
2015-08-10;"2015_33";36.3885714285714;29.1628571428571;36.6928571428571;26.1371428571429;33.6314285714286;37.11;28.2157142857143;35.7628571428571;26.8385714285714;28.7785714285714;32.4728571428571;31.8542857142857;36.8328571428571;27.83;29.3128571428571;34.66;39.2414285714286;32.61;38.1028571428571;37.8114285714286;27.5728571428571;27.41;37.6885714285714;25.5242857142857;25.8614285714286;34.0042857142857;31.8985714285714;29.0971428571429;25.19;36.22;23.6385714285714;33.9928571428571;28.3514285714286;28.8057142857143
2015-08-03;"2015_32";33.7971428571429;29.4457142857143;36.2728571428571;25.9114285714286;31.3314285714286;36.2042857142857;28.2414285714286;35.7742857142857;26.51;28.6357142857143;31.4985714285714;30.5057142857143;33.7928571428571;26.8614285714286;27.9557142857143;32.6085714285714;38.7271428571429;32.6128571428571;37.2257142857143;36.2971428571429;27.5214285714286;26.7928571428571;35.4485714285714;26.05;25.61;33.3128571428571;30.7128571428571;27.0285714285714;24.0871428571429;34.1;23.2271428571429;32.1128571428571;28.5885714285714;28.6942857142857
2015-07-27;"2015_31";33.4128571428571;28.2857142857143;36.5857142857143;26.1528571428571;30.7157142857143;36.3;27.1;35.3414285714286;25.3171428571429;27.7128571428571;28.84;32.0728571428572;33.0157142857143;26.3914285714286;26.4;30.7685714285714;38.49;33.1614285714286;36.9114285714286;35.8785714285714;27.1042857142857;26.3957142857143;34.3814285714286;23.5671428571429;26.2357142857143;32.9228571428571;30.1171428571429;23.8071428571429;23.35;34.0057142857143;22.4;31.4628571428571;28.22;28.46
2015-07-20;"2015_30";35.35;25.74;34.22;24.13;31.35;36.06;25.78;33.43;23.86;26.29;28.96;26.39;35.81;26.7;24.48;31.9;37.41;33.41;36.44;36.11;26.23;24.87;35.95;21.87;23.99;32.64;29.5;23.85;17.47;34.04;21.98;33.22;24.68;26.84
2015-07-13;"2015_29";35.66;22.54;34.11;22.45;30.64;36.84;25.42;33.5;21.96;25.67;29.76;24.32;35;25.77;21.88;30.78;36.56;33.78;36.06;35.05;25.41;23.99;35.88;20.59;18.49;32.91;30.52;25.6;24.57;33.58;22.11;33.76;26.39;26.36
2015-07-06;"2015_28";29.9942857142857;26.6971428571429;34.8985714285714;24.2842857142857;30.5285714285714;34.2342857142857;25.7714285714286;32.8485714285714;24.1628571428571;26.5957142857143;30.7885714285714;29.2914285714286;29.2485714285714;25.8814285714286;25.06;28.6114285714286;35.78;31.3971428571429;35.1;34.3385714285714;25.6157142857143;24.8728571428571;33.8057142857143;22.1585714285714;25.1757142857143;30.6557142857143;30.3828571428571;26.7142857142857;23.3528571428571;32.3285714285714;21.9042857142857;31.18;26.1328571428571;26.4114285714286
2015-06-29;"2015_27";31.1;25.4614285714286;35.5085714285714;21.7328571428571;29.2671428571429;34.9714285714286;25.5871428571429;33.2971428571429;23.3942857142857;25.75;29.9885714285714;29.6271428571429;30.2257142857143;27.4071428571429;25.09;28.4928571428571;36.4428571428571;32.3071428571429;35.3542857142857;34.2057142857143;24.5928571428571;25.9914285714286;34.2457142857143;20.6271428571429;25.2685714285714;31.6014285714286;29.1242857142857;26.7214285714286;20.65;31.9414285714286;22.2628571428571;31.6571428571429;25.8114285714286;25.8985714285714
2015-06-22;"2015_26";32.0628571428571;26.1585714285714;35.5171428571429;20.6014285714286;29.4042857142857;34.7771428571429;25.4957142857143;32.6571428571429;22.6771428571429;25.8242857142857;29.5142857142857;26.7957142857143;31.2685714285714;25.8557142857143;24.1071428571429;28.8471428571429;36.12;32.7328571428571;34.2228571428571;34.3314285714286;25.01;25.9114285714286;34.4171428571429;21.9157142857143;25.1114285714286;31.6157142857143;29.3785714285714;26.65;21.09;32.2128571428571;23.3342857142857;31.5457142857143;25.4485714285714;25.9528571428571
2015-06-15;"2015_25";31.4885714285714;27.3285714285714;35.5257142857143;22.5;30.0428571428571;34.0485714285714;26.2671428571429;32.2328571428571;22.8828571428571;26.8957142857143;30.3714285714286;27.28;30.7928571428571;24.9514285714286;23.7857142857143;29.1857142857143;36.0471428571429;32.3128571428571;33.85;34.0442857142857;26.2828571428571;25.7271428571429;33.8728571428571;23.7757142857143;25.8785714285714;31.1528571428571;29.2457142857143;27.3528571428571;23.2157142857143;32.2942857142857;23.1071428571429;30.9157142857143;26.2328571428571;26.8485714285714
2015-06-08;"2015_24";31.1971428571429;28.5714285714286;35.4485714285714;25.1285714285714;29.1942857142857;33.58;26.8557142857143;32.4614285714286;22.9542857142857;27.5985714285714;30.6057142857143;31.0657142857143;30.3271428571429;25.9742857142857;24.5457142857143;29.0485714285714;36.5471428571429;32.0042857142857;34.67;33.3928571428571;26.8457142857143;25.9757142857143;33.1471428571429;25.2214285714286;27.3757142857143;30.6528571428571;28.3571428571429;27.7757142857143;24.8614285714286;31.5057142857143;21.7357142857143;31.1585714285714;27.6928571428571;27.6628571428571
2015-06-01;"2015_23";33.0471428571429;30.85;34.9814285714286;25.4014285714286;26.6771428571429;33.5428571428571;25.89;32.4857142857143;22.1971428571429;26.8928571428571;28.5942857142857;32.1085714285714;31.8557142857143;26.3285714285714;25.3828571428571;28.5414285714286;36.6514285714286;32.6171428571429;34.9214285714286;33.3671428571429;26.0271428571429;26.04;33.0328571428571;26.9542857142857;28.9942857142857;29.9742857142857;28.6742857142857;26.94;25.2128571428571;30.3642857142857;21.7128571428571;32.9257142857143;27.8385714285714;27.3342857142857
2015-05-25;"2015_22";34.89;27.25;36.25;25.41;27.56;35.72;26.61;33.66;24.64;26.43;31.44;30.78;34.47;27.34;24.32;30.47;37.92;33.98;36.13;35.27;25.53;26.04;34.49;22.78;27.82;31.86;30.02;29.64;23.55;31.83;23.89;34.4;26.27;27.12
2015-05-18;"2015_21";32.8;26.78;35.74;24.12;29.2;36.42;26.05;33.73;23.54;26.45;30.64;29.49;33.46;22.67;24.56;30.46;37.44;34.86;36.27;36.79;25.43;23.77;35.92;20.71;25.62;31.52;29.89;29.92;25.09;32.61;23.16;34.21;26.42;26.1
2015-05-11;"2015_20";33.3314285714286;25.8371428571429;34.5657142857143;25.0371428571429;29.5514285714286;36.2485714285714;27.8414285714286;34.0385714285714;25.64;28.7042857142857;30.2114285714286;31.4614285714286;32.9371428571429;26.4414285714286;25.9485714285714;30.3228571428571;37.02;33.5142857142857;35.3271428571429;36.01;27.89;26.1614285714286;35.1657142857143;24.4728571428571;27.8485714285714;31.9828571428571;29.3585714285714;29.4314285714286;25.09;31.5557142857143;23.8885714285714;34.6814285714286;26.3771428571429;28.1914285714286
2015-05-04;"2015_19";35.3914285714286;28.6371428571429;35.7271428571429;26.6542857142857;28.7528571428571;35.8485714285714;27.4471428571429;33.8757142857143;26.6185714285714;28.5942857142857;28.39;27.8828571428571;32.7714285714286;28.8342857142857;27.7157142857143;31.6928571428571;38.0285714285714;33.7971428571429;34.3128571428571;36.4514285714286;27.4571428571429;28.4314285714286;35.6328571428571;26.3571428571429;26.5414285714286;31.3885714285714;28.9771428571429;26.4214285714286;25.7328571428571;32.83;25.3242857142857;33.9814285714286;30.3985714285714;28.6042857142857
2015-04-27;"2015_18";36.1457142857143;30.0142857142857;35.8071428571429;28.3142857142857;29.73;35.2942857142857;28.89;34.2071428571429;26.6242857142857;29.3942857142857;28.2042857142857;29.3085714285714;32.7742857142857;28.2028571428571;28.0842857142857;31.9585714285714;38.2085714285714;33.8971428571429;34.9414285714286;35.48;28.64;28.5628571428571;35.2128571428571;27.8085714285714;26.1271428571429;31.1028571428571;28.9228571428571;28.1471428571429;26.4471428571429;33.57;23.9757142857143;34.3385714285714;30.45;29.9157142857143
2015-04-20;"2015_17";35.8842857142857;29.6114285714286;35.3357142857143;29.4414285714286;30.3257142857143;35.41;30.5828571428571;34.5285714285714;26.9071428571429;30.7271428571429;29.6828571428571;31.9314285714286;32.7314285714286;27.7742857142857;27.93;32.19;37.4971428571429;33.55;35.0314285714286;36.0457142857143;30.0671428571429;28.3142857142857;34.7371428571428;27.7442857142857;27.0142857142857;31.2571428571429;29.2957142857143;30.8085714285714;26.67;32.9271428571429;22.6514285714286;35.5428571428571;30.1671428571429;31.3171428571429
2015-04-13;"2015_16";36.7071428571429;29.3514285714286;34.7214285714286;30.7185714285714;30.66;35.8385714285714;31.7714285714286;34.5057142857143;28.27;32.2014285714286;30.8142857142857;32.1342857142857;33.5285714285714;29.2428571428571;28.8442857142857;33.4557142857143;36.9742857142857;33.5242857142857;34.02;37.9742857142857;31.1757142857143;29.5085714285714;34.9628571428571;27.7671428571429;28.1571428571429;31.2685714285714;29.1671428571429;31.0314285714286;26.2757142857143;32.59;23.2171428571429;36.4971428571429;31.4357142857143;32.46
2015-04-06;"2015_15";39.3642857142857;30.2814285714286;33.8585714285714;32.4271428571429;32.5185714285714;35.2985714285714;33.1928571428571;34.38;29.9742857142857;33.76;29.68;31.2785714285714;35.6828571428571;30.71;30.8757142857143;35.1628571428571;37.4757142857143;34.1957142857143;33.5271428571429;37.6685714285714;32.71;31.6485714285714;35.46;30.23;28.7314285714286;30.57;27.5085714285714;29.6371428571429;25.9671428571429;34.0157142857143;24.5171428571429;36.6871428571429;31.6414285714286;33.6485714285714
2015-03-30;"2015_14";38.25;28.79;35.41;29.95;30.77;34.03;31.95;34.14;29.1;32.74;27.76;30.73;35.28;28.97;29.95;35.42;37.87;33.21;32.97;36.22;31.03;30.86;35.4;29.15;28.92;29.55;26;27.7;27.63;32.37;25.46;37.57;31.59;32.38
2015-03-23;"2015_13";41.29;26.66;36.17;27.88;30.52;32.77;30.92;34.17;28.34;32.24;32.15;29.35;34.84;28.21;29.74;35.81;38.68;33.61;34.87;35.34;30.62;30.48;34.98;28.67;29.54;31.05;28.8;30.33;27.99;32.19;27.96;38.14;31.59;31.52
2015-03-16;"2015_12";37.9642857142857;26.9685714285714;33.2128571428571;29.6114285714286;28.3171428571429;31.51;30.7657142857143;32.9957142857143;28.04;30.8257142857143;27.5042857142857;29.6671428571429;32.7828571428571;29.83;31.0342857142857;32.6471428571429;37.0428571428571;33.2328571428571;34.3471428571428;35.5114285714286;30.9371428571429;30.7371428571429;32.9914285714286;29.21;26.3428571428571;29.7557142857143;29.1857142857143;28.3842857142857;27.1157142857143;30.3385714285714;27.9;37.1542857142857;32.6014285714286;30.5942857142857
2015-03-09;"2015_11";37.2457142857143;28.7342857142857;33.4557142857143;24.9714285714286;26.2214285714286;28.8357142857143;26.4042857142857;31.0642857142857;26.6114285714286;26.8542857142857;28.1657142857143;26.67;31.6542857142857;29.6285714285714;22.2642857142857;29.1414285714286;31.8914285714286;29.5914285714286;34.1528571428571;31.4757142857143;26.39;29.7228571428571;30.3957142857143;30.8142857142857;25.81;27.5542857142857;28.3428571428571;29.96;27.1985714285714;27.1085714285714;25.34;35.64;25.4914285714286;26.3471428571429
2015-03-02;"2015_10";37.2657142857143;27.22;32.5614285714286;20.5257142857143;23.7928571428571;25.9642857142857;23.3385714285714;28.6157142857143;25.0257142857143;24.7314285714286;30.0371428571429;28.7242857142857;33.1457142857143;29.7714285714286;23.0928571428571;29.6528571428571;27.7857142857143;28.2914285714286;30.9042857142857;29.7814285714286;24.8642857142857;29.5857142857143;29.0214285714286;27.42;NA;26.76;27.5057142857143;29.3085714285714;26.57;25.4028571428571;25.8057142857143;36.3457142857143;24.2028571428571;23.0528571428571
2015-02-23;"2015_09";37.09;26.2214285714286;31.0742857142857;22.3171428571429;22.2671428571429;26.0885714285714;25.3785714285714;27.2957142857143;23.1485714285714;26.5357142857143;30.6885714285714;30.2028571428571;33.5142857142857;29.4842857142857;27.5371428571429;29.88;27.2542857142857;28.5614285714286;24.7328571428571;29.7085714285714;26.6557142857143;29.2214285714286;30.0114285714286;26.58;31.98;28.32;26.5971428571429;28.8714285714286;26.0214285714286;26.2685714285714;26.6114285714286;35.7114285714286;25.4671428571429;24.9128571428571
2015-02-16;"2015_08";36.77;27.09;30.28;27.18;21.97;28.14;29.43;27.29;21.68;29.57;30.26;28.9;32.2;28.77;29.04;28.48;28.7;28.79;19.71;29.68;28.73;28.45;31.8;29.46;31.98;28.32;25.86;29.7;26.01;27.96;26.2;33.62;25.53;29.05
2015-02-09;"2015_07";35.66;24.81;30.84;NA;NA;NA;NA;32.54;27.83;NA;29.53;NA;29.37;24.59;NA;22.25;35.27;27.72;32.55;28.2;NA;30.15;NA;NA;NA;NA;26.91;24.29;27.53;28.43;27.15;NA;NA;NA
