"deb_sem";"code";"sites";"occurence";"East";"South";"High_land";"Fringe";"excepted_East";"excepted_High_land";"weeks";"years"
"2012-03-12";"2012_11";"mtn";6;NA;NA;NA;NA;1;1;11;2012
"2013-03-11";"2013_11";"mtn";3;NA;NA;NA;NA;1;1;11;2013
"2014-03-10";"2014_11";"mtn";4;NA;NA;NA;NA;1;1;11;2014
"2015-03-09";"2015_11";"mtn";4;NA;NA;NA;NA;1;1;11;2015
"2016-03-14";"2016_11";"mtn";0;NA;NA;NA;NA;1;1;11;2016
"2008-03-17";"2008_12";"mtn";NA;NA;NA;NA;NA;1;1;12;2008
"2009-03-16";"2009_12";"mtn";NA;NA;NA;NA;NA;1;1;12;2009
"2010-03-22";"2010_12";"mtn";NA;NA;NA;NA;NA;1;1;12;2010
"2011-03-21";"2011_12";"mtn";1;NA;NA;NA;NA;1;1;12;2011
"2012-03-19";"2012_12";"mtn";11;NA;NA;NA;NA;1;1;12;2012
"2013-03-18";"2013_12";"mtn";3;NA;NA;NA;NA;1;1;12;2013
"2014-03-17";"2014_12";"mtn";2;NA;NA;NA;NA;1;1;12;2014
"2015-03-16";"2015_12";"mtn";4;NA;NA;NA;NA;1;1;12;2015
"2016-03-21";"2016_12";"mtn";1;NA;NA;NA;NA;1;1;12;2016
"2008-03-24";"2008_13";"mtn";NA;NA;NA;NA;NA;1;1;13;2008
"2009-03-23";"2009_13";"mtn";NA;NA;NA;NA;NA;1;1;13;2009
"2010-03-29";"2010_13";"mtn";NA;NA;NA;NA;NA;1;1;13;2010
"2011-03-28";"2011_13";"mtn";1;NA;NA;NA;NA;1;1;13;2011
"2012-03-26";"2012_13";"mtn";7;NA;NA;NA;NA;1;1;13;2012
"2013-03-25";"2013_13";"mtn";3;NA;NA;NA;NA;1;1;13;2013
"2014-03-24";"2014_13";"mtn";2;NA;NA;NA;NA;1;1;13;2014
"2015-03-23";"2015_13";"mtn";NA;NA;NA;NA;NA;1;1;13;2015
"2016-03-28";"2016_13";"mtn";3;NA;NA;NA;NA;1;1;13;2016
"2008-03-31";"2008_14";"mtn";NA;NA;NA;NA;NA;1;1;14;2008
"2009-03-30";"2009_14";"mtn";NA;NA;NA;NA;NA;1;1;14;2009
"2010-04-05";"2010_14";"mtn";NA;NA;NA;NA;NA;1;1;14;2010
"2011-04-04";"2011_14";"mtn";0;NA;NA;NA;NA;1;1;14;2011
"2012-04-02";"2012_14";"mtn";4;NA;NA;NA;NA;1;1;14;2012
"2013-04-01";"2013_14";"mtn";1;NA;NA;NA;NA;1;1;14;2013
"2014-03-31";"2014_14";"mtn";0;NA;NA;NA;NA;1;1;14;2014
"2015-03-30";"2015_14";"mtn";2;NA;NA;NA;NA;1;1;14;2015
"2016-04-04";"2016_14";"mtn";5;NA;NA;NA;NA;1;1;14;2016
"2007-04-09";"2007_15";"mtn";NA;NA;NA;NA;NA;1;1;15;2007
"2008-04-07";"2008_15";"mtn";NA;NA;NA;NA;NA;1;1;15;2008
"2009-04-06";"2009_15";"mtn";NA;NA;NA;NA;NA;1;1;15;2009
"2010-04-12";"2010_15";"mtn";NA;NA;NA;NA;NA;1;1;15;2010
"2011-04-11";"2011_15";"mtn";1;NA;NA;NA;NA;1;1;15;2011
"2012-04-09";"2012_15";"mtn";4;NA;NA;NA;NA;1;1;15;2012
"2013-04-08";"2013_15";"mtn";4;NA;NA;NA;NA;1;1;15;2013
"2014-04-07";"2014_15";"mtn";NA;NA;NA;NA;NA;1;1;15;2014
"2015-04-06";"2015_15";"mtn";5;NA;NA;NA;NA;1;1;15;2015
"2016-04-11";"2016_15";"mtn";1;NA;NA;NA;NA;1;1;15;2016
"2007-04-16";"2007_16";"mtn";NA;NA;NA;NA;NA;1;1;16;2007
"2008-04-14";"2008_16";"mtn";NA;NA;NA;NA;NA;1;1;16;2008
"2009-04-13";"2009_16";"mtn";NA;NA;NA;NA;NA;1;1;16;2009
"2010-04-19";"2010_16";"mtn";NA;NA;NA;NA;NA;1;1;16;2010
"2011-04-18";"2011_16";"mtn";0;NA;NA;NA;NA;1;1;16;2011
"2012-04-16";"2012_16";"mtn";4;NA;NA;NA;NA;1;1;16;2012
"2013-04-15";"2013_16";"mtn";4;NA;NA;NA;NA;1;1;16;2013
"2014-04-14";"2014_16";"mtn";NA;NA;NA;NA;NA;1;1;16;2014
"2015-04-13";"2015_16";"mtn";7;NA;NA;NA;NA;1;1;16;2015
"2016-04-18";"2016_16";"mtn";0;NA;NA;NA;NA;1;1;16;2016
"2007-04-23";"2007_17";"mtn";NA;NA;NA;NA;NA;1;1;17;2007
"2008-04-21";"2008_17";"mtn";NA;NA;NA;NA;NA;1;1;17;2008
"2009-04-20";"2009_17";"mtn";NA;NA;NA;NA;NA;1;1;17;2009
"2010-04-26";"2010_17";"mtn";NA;NA;NA;NA;NA;1;1;17;2010
"2011-04-25";"2011_17";"mtn";0;NA;NA;NA;NA;1;1;17;2011
"2012-04-23";"2012_17";"mtn";4;NA;NA;NA;NA;1;1;17;2012
"2013-04-22";"2013_17";"mtn";0;NA;NA;NA;NA;1;1;17;2013
"2014-04-21";"2014_17";"mtn";1;NA;NA;NA;NA;1;1;17;2014
"2015-04-20";"2015_17";"mtn";4;NA;NA;NA;NA;1;1;17;2015
"2016-04-25";"2016_17";"mtn";0;NA;NA;NA;NA;1;1;17;2016
"2007-04-30";"2007_18";"mtn";NA;NA;NA;NA;NA;1;1;18;2007
"2008-04-28";"2008_18";"mtn";NA;NA;NA;NA;NA;1;1;18;2008
"2009-04-27";"2009_18";"mtn";NA;NA;NA;NA;NA;1;1;18;2009
"2010-05-03";"2010_18";"mtn";NA;NA;NA;NA;NA;1;1;18;2010
"2011-05-02";"2011_18";"mtn";0;NA;NA;NA;NA;1;1;18;2011
"2012-04-30";"2012_18";"mtn";5;NA;NA;NA;NA;1;1;18;2012
"2013-04-29";"2013_18";"mtn";4;NA;NA;NA;NA;1;1;18;2013
"2014-04-28";"2014_18";"mtn";1;NA;NA;NA;NA;1;1;18;2014
"2015-04-27";"2015_18";"mtn";3;NA;NA;NA;NA;1;1;18;2015
"2016-05-02";"2016_18";"mtn";2;NA;NA;NA;NA;1;1;18;2016
"2007-05-07";"2007_19";"mtn";NA;NA;NA;NA;NA;1;1;19;2007
"2008-05-05";"2008_19";"mtn";NA;NA;NA;NA;NA;1;1;19;2008
"2009-05-04";"2009_19";"mtn";NA;NA;NA;NA;NA;1;1;19;2009
"2010-05-10";"2010_19";"mtn";NA;NA;NA;NA;NA;1;1;19;2010
"2011-05-09";"2011_19";"mtn";0;NA;NA;NA;NA;1;1;19;2011
"2012-05-07";"2012_19";"mtn";7;NA;NA;NA;NA;1;1;19;2012
"2013-05-06";"2013_19";"mtn";1;NA;NA;NA;NA;1;1;19;2013
"2014-05-05";"2014_19";"mtn";0;NA;NA;NA;NA;1;1;19;2014
"2015-05-04";"2015_19";"mtn";3;NA;NA;NA;NA;1;1;19;2015
"2016-05-09";"2016_19";"mtn";3;NA;NA;NA;NA;1;1;19;2016
"2007-05-14";"2007_20";"mtn";NA;NA;NA;NA;NA;1;1;20;2007
"2008-05-12";"2008_20";"mtn";NA;NA;NA;NA;NA;1;1;20;2008
"2009-05-11";"2009_20";"mtn";NA;NA;NA;NA;NA;1;1;20;2009
"2010-05-17";"2010_20";"mtn";NA;NA;NA;NA;NA;1;1;20;2010
"2011-05-16";"2011_20";"mtn";0;NA;NA;NA;NA;1;1;20;2011
"2012-05-14";"2012_20";"mtn";3;NA;NA;NA;NA;1;1;20;2012
"2013-05-13";"2013_20";"mtn";0;NA;NA;NA;NA;1;1;20;2013
"2014-05-12";"2014_20";"mtn";1;NA;NA;NA;NA;1;1;20;2014
"2015-05-11";"2015_20";"mtn";2;NA;NA;NA;NA;1;1;20;2015
"2016-05-16";"2016_20";"mtn";1;NA;NA;NA;NA;1;1;20;2016
"2007-05-21";"2007_21";"mtn";NA;NA;NA;NA;NA;1;1;21;2007
"2008-05-19";"2008_21";"mtn";NA;NA;NA;NA;NA;1;1;21;2008
"2009-05-18";"2009_21";"mtn";NA;NA;NA;NA;NA;1;1;21;2009
"2010-05-24";"2010_21";"mtn";NA;NA;NA;NA;NA;1;1;21;2010
"2011-05-23";"2011_21";"mtn";0;NA;NA;NA;NA;1;1;21;2011
"2012-05-21";"2012_21";"mtn";6;NA;NA;NA;NA;1;1;21;2012
"2013-05-20";"2013_21";"mtn";2;NA;NA;NA;NA;1;1;21;2013
"2014-05-19";"2014_21";"mtn";0;NA;NA;NA;NA;1;1;21;2014
"2015-05-18";"2015_21";"mtn";6;NA;NA;NA;NA;1;1;21;2015
"2016-05-23";"2016_21";"mtn";5;NA;NA;NA;NA;1;1;21;2016
"2007-05-28";"2007_22";"mtn";NA;NA;NA;NA;NA;1;1;22;2007
"2008-05-26";"2008_22";"mtn";NA;NA;NA;NA;NA;1;1;22;2008
"2009-05-25";"2009_22";"mtn";NA;NA;NA;NA;NA;1;1;22;2009
"2010-05-31";"2010_22";"mtn";NA;NA;NA;NA;NA;1;1;22;2010
"2011-05-30";"2011_22";"mtn";0;NA;NA;NA;NA;1;1;22;2011
"2012-05-28";"2012_22";"mtn";2;NA;NA;NA;NA;1;1;22;2012
"2013-05-27";"2013_22";"mtn";1;NA;NA;NA;NA;1;1;22;2013
"2014-05-26";"2014_22";"mtn";3;NA;NA;NA;NA;1;1;22;2014
"2015-05-25";"2015_22";"mtn";5;NA;NA;NA;NA;1;1;22;2015
"2016-05-30";"2016_22";"mtn";4;NA;NA;NA;NA;1;1;22;2016
"2007-06-04";"2007_23";"mtn";NA;NA;NA;NA;NA;1;1;23;2007
"2008-06-02";"2008_23";"mtn";NA;NA;NA;NA;NA;1;1;23;2008
"2009-06-01";"2009_23";"mtn";NA;NA;NA;NA;NA;1;1;23;2009
"2010-06-07";"2010_23";"mtn";NA;NA;NA;NA;NA;1;1;23;2010
"2011-06-06";"2011_23";"mtn";0;NA;NA;NA;NA;1;1;23;2011
"2012-06-04";"2012_23";"mtn";4;NA;NA;NA;NA;1;1;23;2012
"2013-06-03";"2013_23";"mtn";4;NA;NA;NA;NA;1;1;23;2013
"2014-06-02";"2014_23";"mtn";10;NA;NA;NA;NA;1;1;23;2014
"2015-06-01";"2015_23";"mtn";5;NA;NA;NA;NA;1;1;23;2015
"2016-06-06";"2016_23";"mtn";1;NA;NA;NA;NA;1;1;23;2016
"2007-06-11";"2007_24";"mtn";NA;NA;NA;NA;NA;1;1;24;2007
"2008-06-09";"2008_24";"mtn";NA;NA;NA;NA;NA;1;1;24;2008
"2009-06-08";"2009_24";"mtn";NA;NA;NA;NA;NA;1;1;24;2009
"2010-06-14";"2010_24";"mtn";NA;NA;NA;NA;NA;1;1;24;2010
"2011-06-13";"2011_24";"mtn";3;NA;NA;NA;NA;1;1;24;2011
"2012-06-11";"2012_24";"mtn";2;NA;NA;NA;NA;1;1;24;2012
"2013-06-10";"2013_24";"mtn";3;NA;NA;NA;NA;1;1;24;2013
"2014-06-09";"2014_24";"mtn";4;NA;NA;NA;NA;1;1;24;2014
"2015-06-08";"2015_24";"mtn";2;NA;NA;NA;NA;1;1;24;2015
"2016-06-13";"2016_24";"mtn";1;NA;NA;NA;NA;1;1;24;2016
"2007-06-18";"2007_25";"mtn";NA;NA;NA;NA;NA;1;1;25;2007
"2008-06-16";"2008_25";"mtn";NA;NA;NA;NA;NA;1;1;25;2008
"2009-06-15";"2009_25";"mtn";NA;NA;NA;NA;NA;1;1;25;2009
"2010-06-21";"2010_25";"mtn";NA;NA;NA;NA;NA;1;1;25;2010
"2011-06-20";"2011_25";"mtn";2;NA;NA;NA;NA;1;1;25;2011
"2012-06-18";"2012_25";"mtn";3;NA;NA;NA;NA;1;1;25;2012
"2013-06-17";"2013_25";"mtn";11;NA;NA;NA;NA;1;1;25;2013
"2014-06-16";"2014_25";"mtn";3;NA;NA;NA;NA;1;1;25;2014
"2015-06-15";"2015_25";"mtn";3;NA;NA;NA;NA;1;1;25;2015
"2016-06-20";"2016_25";"mtn";8;NA;NA;NA;NA;1;1;25;2016
"2007-06-25";"2007_26";"mtn";NA;NA;NA;NA;NA;1;1;26;2007
"2008-06-23";"2008_26";"mtn";NA;NA;NA;NA;NA;1;1;26;2008
"2009-06-22";"2009_26";"mtn";NA;NA;NA;NA;NA;1;1;26;2009
"2010-06-28";"2010_26";"mtn";NA;NA;NA;NA;NA;1;1;26;2010
"2011-06-27";"2011_26";"mtn";0;NA;NA;NA;NA;1;1;26;2011
"2012-06-25";"2012_26";"mtn";4;NA;NA;NA;NA;1;1;26;2012
"2013-06-24";"2013_26";"mtn";10;NA;NA;NA;NA;1;1;26;2013
"2014-06-23";"2014_26";"mtn";1;NA;NA;NA;NA;1;1;26;2014
"2015-06-22";"2015_26";"mtn";1;NA;NA;NA;NA;1;1;26;2015
"2016-06-27";"2016_26";"mtn";3;NA;NA;NA;NA;1;1;26;2016
"2007-07-02";"2007_27";"mtn";NA;NA;NA;NA;NA;1;1;27;2007
"2008-06-30";"2008_27";"mtn";NA;NA;NA;NA;NA;1;1;27;2008
"2009-06-29";"2009_27";"mtn";NA;NA;NA;NA;NA;1;1;27;2009
"2010-07-05";"2010_27";"mtn";NA;NA;NA;NA;NA;1;1;27;2010
"2011-07-04";"2011_27";"mtn";4;NA;NA;NA;NA;1;1;27;2011
"2012-07-02";"2012_27";"mtn";6;NA;NA;NA;NA;1;1;27;2012
"2013-07-01";"2013_27";"mtn";5;NA;NA;NA;NA;1;1;27;2013
"2014-06-30";"2014_27";"mtn";3;NA;NA;NA;NA;1;1;27;2014
"2015-06-29";"2015_27";"mtn";2;NA;NA;NA;NA;1;1;27;2015
"2016-07-04";"2016_27";"mtn";3;NA;NA;NA;NA;1;1;27;2016
"2007-07-09";"2007_28";"mtn";NA;NA;NA;NA;NA;1;1;28;2007
"2008-07-07";"2008_28";"mtn";NA;NA;NA;NA;NA;1;1;28;2008
"2009-07-06";"2009_28";"mtn";NA;NA;NA;NA;NA;1;1;28;2009
"2010-07-12";"2010_28";"mtn";NA;NA;NA;NA;NA;1;1;28;2010
"2011-07-11";"2011_28";"mtn";11;NA;NA;NA;NA;1;1;28;2011
"2012-07-09";"2012_28";"mtn";4;NA;NA;NA;NA;1;1;28;2012
"2013-07-08";"2013_28";"mtn";2;NA;NA;NA;NA;1;1;28;2013
"2014-07-07";"2014_28";"mtn";4;NA;NA;NA;NA;1;1;28;2014
"2015-07-06";"2015_28";"mtn";1;NA;NA;NA;NA;1;1;28;2015
"2016-07-11";"2016_28";"mtn";4;NA;NA;NA;NA;1;1;28;2016
"2007-07-16";"2007_29";"mtn";NA;NA;NA;NA;NA;1;1;29;2007
"2008-07-14";"2008_29";"mtn";NA;NA;NA;NA;NA;1;1;29;2008
"2009-07-13";"2009_29";"mtn";NA;NA;NA;NA;NA;1;1;29;2009
"2010-07-19";"2010_29";"mtn";5;NA;NA;NA;NA;1;1;29;2010
"2011-07-18";"2011_29";"mtn";15;NA;NA;NA;NA;1;1;29;2011
"2012-07-16";"2012_29";"mtn";20;NA;NA;NA;NA;1;1;29;2012
"2013-07-15";"2013_29";"mtn";3;NA;NA;NA;NA;1;1;29;2013
"2014-07-14";"2014_29";"mtn";2;NA;NA;NA;NA;1;1;29;2014
"2015-07-13";"2015_29";"mtn";2;NA;NA;NA;NA;1;1;29;2015
"2016-07-18";"2016_29";"mtn";1;NA;NA;NA;NA;1;1;29;2016
"2007-07-23";"2007_30";"mtn";NA;NA;NA;NA;NA;1;1;30;2007
"2008-07-21";"2008_30";"mtn";NA;NA;NA;NA;NA;1;1;30;2008
"2009-07-20";"2009_30";"mtn";NA;NA;NA;NA;NA;1;1;30;2009
"2010-07-26";"2010_30";"mtn";6;NA;NA;NA;NA;1;1;30;2010
"2011-07-25";"2011_30";"mtn";8;NA;NA;NA;NA;1;1;30;2011
"2012-07-23";"2012_30";"mtn";10;NA;NA;NA;NA;1;1;30;2012
"2013-07-22";"2013_30";"mtn";6;NA;NA;NA;NA;1;1;30;2013
"2014-07-21";"2014_30";"mtn";2;NA;NA;NA;NA;1;1;30;2014
"2015-07-20";"2015_30";"mtn";0;NA;NA;NA;NA;1;1;30;2015
"2007-07-30";"2007_31";"mtn";NA;NA;NA;NA;NA;1;1;31;2007
"2008-07-28";"2008_31";"mtn";NA;NA;NA;NA;NA;1;1;31;2008
"2009-07-27";"2009_31";"mtn";NA;NA;NA;NA;NA;1;1;31;2009
"2010-08-02";"2010_31";"mtn";2;NA;NA;NA;NA;1;1;31;2010
"2011-08-01";"2011_31";"mtn";11;NA;NA;NA;NA;1;1;31;2011
"2012-07-30";"2012_31";"mtn";NA;NA;NA;NA;NA;1;1;31;2012
"2013-07-29";"2013_31";"mtn";3;NA;NA;NA;NA;1;1;31;2013
"2014-07-28";"2014_31";"mtn";2;NA;NA;NA;NA;1;1;31;2014
"2015-07-27";"2015_31";"mtn";0;NA;NA;NA;NA;1;1;31;2015
"2007-08-06";"2007_32";"mtn";NA;NA;NA;NA;NA;1;1;32;2007
"2008-08-04";"2008_32";"mtn";NA;NA;NA;NA;NA;1;1;32;2008
"2009-08-03";"2009_32";"mtn";NA;NA;NA;NA;NA;1;1;32;2009
"2010-08-09";"2010_32";"mtn";3;NA;NA;NA;NA;1;1;32;2010
"2011-08-08";"2011_32";"mtn";8;NA;NA;NA;NA;1;1;32;2011
"2012-08-06";"2012_32";"mtn";NA;NA;NA;NA;NA;1;1;32;2012
"2013-08-05";"2013_32";"mtn";4;NA;NA;NA;NA;1;1;32;2013
"2014-08-04";"2014_32";"mtn";3;NA;NA;NA;NA;1;1;32;2014
"2015-08-03";"2015_32";"mtn";10;NA;NA;NA;NA;1;1;32;2015
"2007-08-13";"2007_33";"mtn";NA;NA;NA;NA;NA;1;1;33;2007
"2008-08-11";"2008_33";"mtn";NA;NA;NA;NA;NA;1;1;33;2008
"2009-08-10";"2009_33";"mtn";NA;NA;NA;NA;NA;1;1;33;2009
"2010-08-16";"2010_33";"mtn";8;NA;NA;NA;NA;1;1;33;2010
"2011-08-15";"2011_33";"mtn";6;NA;NA;NA;NA;1;1;33;2011
"2012-08-13";"2012_33";"mtn";3;NA;NA;NA;NA;1;1;33;2012
"2013-08-12";"2013_33";"mtn";1;NA;NA;NA;NA;1;1;33;2013
"2014-08-11";"2014_33";"mtn";4;NA;NA;NA;NA;1;1;33;2014
"2015-08-10";"2015_33";"mtn";21;NA;NA;NA;NA;1;1;33;2015
"2007-08-20";"2007_34";"mtn";NA;NA;NA;NA;NA;1;1;34;2007
"2008-08-18";"2008_34";"mtn";NA;NA;NA;NA;NA;1;1;34;2008
"2009-08-17";"2009_34";"mtn";NA;NA;NA;NA;NA;1;1;34;2009
"2010-08-23";"2010_34";"mtn";2;NA;NA;NA;NA;1;1;34;2010
"2011-08-22";"2011_34";"mtn";6;NA;NA;NA;NA;1;1;34;2011
"2012-08-20";"2012_34";"mtn";8;NA;NA;NA;NA;1;1;34;2012
"2013-08-19";"2013_34";"mtn";6;NA;NA;NA;NA;1;1;34;2013
"2014-08-18";"2014_34";"mtn";2;NA;NA;NA;NA;1;1;34;2014
"2015-08-17";"2015_34";"mtn";4;NA;NA;NA;NA;1;1;34;2015
"2007-08-27";"2007_35";"mtn";NA;NA;NA;NA;NA;1;1;35;2007
"2008-08-25";"2008_35";"mtn";NA;NA;NA;NA;NA;1;1;35;2008
"2009-08-24";"2009_35";"mtn";NA;NA;NA;NA;NA;1;1;35;2009
"2010-08-30";"2010_35";"mtn";6;NA;NA;NA;NA;1;1;35;2010
"2011-08-29";"2011_35";"mtn";7;NA;NA;NA;NA;1;1;35;2011
"2012-08-27";"2012_35";"mtn";3;NA;NA;NA;NA;1;1;35;2012
"2013-08-26";"2013_35";"mtn";3;NA;NA;NA;NA;1;1;35;2013
"2014-08-25";"2014_35";"mtn";5;NA;NA;NA;NA;1;1;35;2014
"2015-08-24";"2015_35";"mtn";3;NA;NA;NA;NA;1;1;35;2015
"2007-09-03";"2007_36";"mtn";NA;NA;NA;NA;NA;1;1;36;2007
"2008-09-01";"2008_36";"mtn";NA;NA;NA;NA;NA;1;1;36;2008
"2009-08-31";"2009_36";"mtn";NA;NA;NA;NA;NA;1;1;36;2009
"2010-09-06";"2010_36";"mtn";2;NA;NA;NA;NA;1;1;36;2010
"2011-09-05";"2011_36";"mtn";4;NA;NA;NA;NA;1;1;36;2011
"2012-09-03";"2012_36";"mtn";4;NA;NA;NA;NA;1;1;36;2012
"2013-09-02";"2013_36";"mtn";3;NA;NA;NA;NA;1;1;36;2013
"2014-09-01";"2014_36";"mtn";5;NA;NA;NA;NA;1;1;36;2014
"2015-08-31";"2015_36";"mtn";5;NA;NA;NA;NA;1;1;36;2015
"2007-09-10";"2007_37";"mtn";NA;NA;NA;NA;NA;1;1;37;2007
"2008-09-08";"2008_37";"mtn";NA;NA;NA;NA;NA;1;1;37;2008
"2009-09-07";"2009_37";"mtn";NA;NA;NA;NA;NA;1;1;37;2009
"2010-09-13";"2010_37";"mtn";5;NA;NA;NA;NA;1;1;37;2010
"2011-09-12";"2011_37";"mtn";9;NA;NA;NA;NA;1;1;37;2011
"2012-09-10";"2012_37";"mtn";7;NA;NA;NA;NA;1;1;37;2012
"2013-09-09";"2013_37";"mtn";5;NA;NA;NA;NA;1;1;37;2013
"2014-09-08";"2014_37";"mtn";0;NA;NA;NA;NA;1;1;37;2014
"2015-09-07";"2015_37";"mtn";5;NA;NA;NA;NA;1;1;37;2015
"2007-09-17";"2007_38";"mtn";NA;NA;NA;NA;NA;1;1;38;2007
"2008-09-15";"2008_38";"mtn";NA;NA;NA;NA;NA;1;1;38;2008
"2009-09-14";"2009_38";"mtn";NA;NA;NA;NA;NA;1;1;38;2009
"2010-09-20";"2010_38";"mtn";8;NA;NA;NA;NA;1;1;38;2010
"2011-09-19";"2011_38";"mtn";6;NA;NA;NA;NA;1;1;38;2011
"2012-09-17";"2012_38";"mtn";5;NA;NA;NA;NA;1;1;38;2012
"2013-09-16";"2013_38";"mtn";5;NA;NA;NA;NA;1;1;38;2013
"2014-09-15";"2014_38";"mtn";6;NA;NA;NA;NA;1;1;38;2014
"2015-09-14";"2015_38";"mtn";1;NA;NA;NA;NA;1;1;38;2015
"2007-09-24";"2007_39";"mtn";NA;NA;NA;NA;NA;1;1;39;2007
"2008-09-22";"2008_39";"mtn";NA;NA;NA;NA;NA;1;1;39;2008
"2009-09-21";"2009_39";"mtn";NA;NA;NA;NA;NA;1;1;39;2009
"2010-09-27";"2010_39";"mtn";5;NA;NA;NA;NA;1;1;39;2010
"2011-09-26";"2011_39";"mtn";6;NA;NA;NA;NA;1;1;39;2011
"2012-09-24";"2012_39";"mtn";0;NA;NA;NA;NA;1;1;39;2012
"2013-09-23";"2013_39";"mtn";1;NA;NA;NA;NA;1;1;39;2013
"2014-09-22";"2014_39";"mtn";4;NA;NA;NA;NA;1;1;39;2014
"2015-09-21";"2015_39";"mtn";3;NA;NA;NA;NA;1;1;39;2015
"2007-10-01";"2007_40";"mtn";NA;NA;NA;NA;NA;1;1;40;2007
"2008-09-29";"2008_40";"mtn";NA;NA;NA;NA;NA;1;1;40;2008
"2009-09-28";"2009_40";"mtn";NA;NA;NA;NA;NA;1;1;40;2009
"2010-10-04";"2010_40";"mtn";4;NA;NA;NA;NA;1;1;40;2010
"2011-10-03";"2011_40";"mtn";8;NA;NA;NA;NA;1;1;40;2011
"2012-10-01";"2012_40";"mtn";3;NA;NA;NA;NA;1;1;40;2012
"2013-09-30";"2013_40";"mtn";2;NA;NA;NA;NA;1;1;40;2013
"2014-09-29";"2014_40";"mtn";4;NA;NA;NA;NA;1;1;40;2014
"2015-09-28";"2015_40";"mtn";1;NA;NA;NA;NA;1;1;40;2015
"2007-10-08";"2007_41";"mtn";NA;NA;NA;NA;NA;1;1;41;2007
"2008-10-06";"2008_41";"mtn";NA;NA;NA;NA;NA;1;1;41;2008
"2009-10-05";"2009_41";"mtn";NA;NA;NA;NA;NA;1;1;41;2009
"2010-10-11";"2010_41";"mtn";4;NA;NA;NA;NA;1;1;41;2010
"2011-10-10";"2011_41";"mtn";11;NA;NA;NA;NA;1;1;41;2011
"2012-10-08";"2012_41";"mtn";3;NA;NA;NA;NA;1;1;41;2012
"2013-10-07";"2013_41";"mtn";5;NA;NA;NA;NA;1;1;41;2013
"2014-10-06";"2014_41";"mtn";1;NA;NA;NA;NA;1;1;41;2014
"2015-10-05";"2015_41";"mtn";3;NA;NA;NA;NA;1;1;41;2015
"2007-10-15";"2007_42";"mtn";NA;NA;NA;NA;NA;1;1;42;2007
"2008-10-13";"2008_42";"mtn";NA;NA;NA;NA;NA;1;1;42;2008
"2009-10-12";"2009_42";"mtn";NA;NA;NA;NA;NA;1;1;42;2009
"2010-10-18";"2010_42";"mtn";2;NA;NA;NA;NA;1;1;42;2010
"2011-10-17";"2011_42";"mtn";3;NA;NA;NA;NA;1;1;42;2011
"2012-10-15";"2012_42";"mtn";5;NA;NA;NA;NA;1;1;42;2012
"2013-10-14";"2013_42";"mtn";2;NA;NA;NA;NA;1;1;42;2013
"2014-10-13";"2014_42";"mtn";2;NA;NA;NA;NA;1;1;42;2014
"2015-10-12";"2015_42";"mtn";1;NA;NA;NA;NA;1;1;42;2015
"2007-10-22";"2007_43";"mtn";NA;NA;NA;NA;NA;1;1;43;2007
"2008-10-20";"2008_43";"mtn";NA;NA;NA;NA;NA;1;1;43;2008
"2009-10-19";"2009_43";"mtn";NA;NA;NA;NA;NA;1;1;43;2009
"2010-10-25";"2010_43";"mtn";6;NA;NA;NA;NA;1;1;43;2010
"2011-10-24";"2011_43";"mtn";8;NA;NA;NA;NA;1;1;43;2011
"2012-10-22";"2012_43";"mtn";NA;NA;NA;NA;NA;1;1;43;2012
"2013-10-21";"2013_43";"mtn";2;NA;NA;NA;NA;1;1;43;2013
"2014-10-20";"2014_43";"mtn";1;NA;NA;NA;NA;1;1;43;2014
"2015-10-19";"2015_43";"mtn";2;NA;NA;NA;NA;1;1;43;2015
"2007-10-29";"2007_44";"mtn";NA;NA;NA;NA;NA;1;1;44;2007
"2008-10-27";"2008_44";"mtn";NA;NA;NA;NA;NA;1;1;44;2008
"2009-10-26";"2009_44";"mtn";NA;NA;NA;NA;NA;1;1;44;2009
"2010-11-01";"2010_44";"mtn";3;NA;NA;NA;NA;1;1;44;2010
"2011-10-31";"2011_44";"mtn";7;NA;NA;NA;NA;1;1;44;2011
"2012-10-29";"2012_44";"mtn";NA;NA;NA;NA;NA;1;1;44;2012
"2013-10-28";"2013_44";"mtn";NA;NA;NA;NA;NA;1;1;44;2013
"2014-10-27";"2014_44";"mtn";2;NA;NA;NA;NA;1;1;44;2014
"2015-10-26";"2015_44";"mtn";8;NA;NA;NA;NA;1;1;44;2015
"2007-11-05";"2007_45";"mtn";NA;NA;NA;NA;NA;1;1;45;2007
"2008-11-03";"2008_45";"mtn";NA;NA;NA;NA;NA;1;1;45;2008
"2009-11-02";"2009_45";"mtn";NA;NA;NA;NA;NA;1;1;45;2009
"2010-11-08";"2010_45";"mtn";4;NA;NA;NA;NA;1;1;45;2010
"2011-11-07";"2011_45";"mtn";15;NA;NA;NA;NA;1;1;45;2011
"2012-11-05";"2012_45";"mtn";NA;NA;NA;NA;NA;1;1;45;2012
"2013-11-04";"2013_45";"mtn";NA;NA;NA;NA;NA;1;1;45;2013
"2014-11-03";"2014_45";"mtn";2;NA;NA;NA;NA;1;1;45;2014
"2015-11-02";"2015_45";"mtn";8;NA;NA;NA;NA;1;1;45;2015
"2007-11-12";"2007_46";"mtn";NA;NA;NA;NA;NA;1;1;46;2007
"2008-11-10";"2008_46";"mtn";NA;NA;NA;NA;NA;1;1;46;2008
