"deb_sem";"abv";"abz";"ahh";"ajb";"atb";"bel";"bhk";"boe";"bos";"cda";"die";"dri";"ejd";"far";"fns";"iho";"mae";"mdv";"mhj";"mia";"mjr";"mnj";"mrb";"mrg";"mrt";"mtn";"nsb";"sbv";"stm";"tdd";"tgr";"tlr";"toa";"tsl"
"2007-12-10";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2007-12-17";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2007-12-24";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2007-12-31";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-01-07";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-01-14";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-01-21";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-01-28";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-02-04";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-02-11";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-02-18";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-02-25";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-03-03";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
"2008-03-10";1;1;NA;1;1;NA;NA;NA;1;NA;NA;1;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;NA;NA
