"code","deb_sem","abon","abv","abz","ahh","ajb","ambl","ants","atb","bel","bela","bhk","boe","bos","cda","die","diri","dona","dri","ejd","far","fito","fns","iho","mae","mand","mdv","mhj","mia","miad","mjr","mnj","mnld","mora","mrb","mrg","mrt","mtn","nsb","samp","sbv","snam","stm","tanb","tdd","tgr","tlr","toa","tomp","tsar","tsim","tsl","velo","vink","vola"
"2016_16",16909,,20,,,,8,,85,,,,,,,,,32,,,,0,29,,,,,,,,,,,,12,53,,20,91,13,,14,,5,,,46,,,,,,10,,
