"code";"deb_sem";"abon";"abv";"abz";"ahh";"ajb";"ambl";"ants";"atb";"bel";"bela";"bhk";"boe";"bos";"cda";"die";"diri";"dona";"dri";"ejd";"far";"fito";"fns";"iho";"mae";"mand";"mdv";"mhj";"mia";"miad";"mjr";"mnj";"mnld";"mora";"mrb";"mrg";"mrt";"mtn";"nsb";"samp";"sbv";"snam";"stm";"tanb";"tdd";"tgr";"tlr";"toa";"tomp";"tsar";"tsim";"tsl";"velo";"vink";"vola"
"2015_41";16713;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;
"2015_40";16706;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_39";16699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;0;;;;;;
"2015_38";16692;;;;;;;;0;;;;;0;;;;;;;;;1;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;1;;;;
"2015_37";16685;;;;;;0;;1;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_36";16678;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;0;;;0;;;;;;;;;;;;;;;;;;;;0;;
"2015_35";16671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;
"2015_34";16664;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;;;;;;;;;;;;;;;0;;
"2015_33";16657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;;;0;;;;;;;;;;0;2;;;;
"2015_32";16650;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;0;0;;;;;;;;;;;;;;;;0;;;;;
"2015_31";16643;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;
"2015_30";16636;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;;0
"2015_29";16629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_28";16622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_27";16615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_26";16608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_25";16601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_24";16594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2015_23";16587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;
"2015_22";16580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
